,id,catalog.id,catalog.title.de,catalog.country.id,description.en,title.en,publisher.name,publisher.type,publisher.email,publisher.homepage,catalog.title.en,publisher.resource,catalog.title.nl,catalog.title.no,catalog.title.sv,catalog.title.sl,catalog.title.fr,catalog.title.ga,catalog.title.it,catalog.title.es,catalog.title.sk,catalog.title.lv,catalog.title.ro,catalog.title.pt,catalog.title.fi,catalog.title.hu,catalog.title.da,catalog.title.cs,catalog.title.hr,catalog.title.pl,category
487,vegetationskundliche-untersuchung-dreier-aufgelassener-almen-im-nationalpark-gesause,open-data-portal-austria,,at,"This thesis deals with three old, abandoned alpine pastures of the Eggeralm, the Ebersanger and the Wolfsbauernhochalm as well as their vegetation development after the cultivation change. In the course of the thesis, more than 170 vegetation sociological images were carried out in the summer of 2006 according to a slightly modified brown-blanquet scale, the results of which were evaluated as vegetation tables and finally processed into three vegetation maps. These are the main content of the diploma thesis.

The second part of the thesis deals with the analysis of orthophotos of the years 1954 and 2003, in which questions regarding vegetation tendencies and cover-ups are answered during this period. Chapter 6 discusses the factors influencing succession as well as the processes in the three study areas, which show great differences in altitude, slope inclination, exposure and former use.",Survey of three abandoned pastures in Gesäuse National Park,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
488,land-ooe_oo-sanierungsverordnung-2019,open-data-portal-austria,,at,"Flowing water sections by the “Ordinance of the Governor of Upper Austria adopting a 2nd rehabilitation programme for flowing waters”, LGBl. 85/2019, affected. Thus, a minimum residual water discharge into the residual water line is prescribed in case of drainage plants.",OÖ Reorganisation Ordinance 2019,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
489,aktuelle-forschung-im-nationalpark-kalkalpen,open-data-portal-austria,,at,Projects 2000,Current research in the Kalkalpen National Park,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
490,oh_voranschlag-mistelbach-2024-gemeinde,open-data-portal-austria,,at,Estimates of the municipality – revenue and expenditure,Estimate Mistelbach 2024 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
491,oh_rechnungsabschluss-wendling-2006,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Wendling 2006 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
492,oh_rechnungsabschluss-wollersdorf-steinabruckl-2015-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Wöllersdorf-Steinabrückl 2015 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
493,oh_rechnungsabschluss-hainzenberg-2022-gemeinde,open-data-portal-austria,,at,Clearance of the Municipality’s Accounts — Revenue and Expenditure,Clearance of accounts Hainzenberg 2022 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
494,16811,open-data-bulgaria,,bg,,Register of museums,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
495,surs15p1000s,odprti-podatki-slovenije,,si,"This collection automatically captures metadata, the source of which is the GOVERNMENT OF THE REPUBLIC OF SLOVENIA STATISTICAL OF THE REPUBLIC OF SLOVENIA and corresponding to the original collection entitled ‘Number of livestock by species and animal category, Slovenia, 2000, 2010, 2020’.

Actual data are available in Px-Axis format (.px). During additional links, you can access the page of the source portal for consultation and selection of data, as well as the PX-Win program, which can be downloaded for free. Both allow the selection of data for displaying, changing the format of the printout and storing it into different formats, as well as viewing and displaying tables of unlimited size, as well as some basic statistical analyses and graphics.","Number of livestock by species and animal category, Slovenia, 2000, 2010, 2020",VLADA REPUBLIKE SLOVENIJE STATISTIČNI URAD REPUBLIKE SLOVENIJE,Organization,,,,,,,,Odprti podatki Slovenije,,,,,,,,,,,,,,,
496,15963,open-data-bulgaria,,bg,,Register of issued administrative acts for approved DUPs,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
497,oh_rechnungsabschluss-grein-2020-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Grein 2020 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
498,oh_rechnungsabschluss-burgschleinitz-kuhnring-2005,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Burgschleinitz-Kühnring 2005 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
499,oh_rechnungsabschluss-bad-radkersburg-2007,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Bad Radkersburg 2007 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
500,oh_rechnungsabschluss-breitenau-2012,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closing of accounts Breitenau 2012 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
501,oh_rechnungsabschluss-hagenbrunn-2017-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Hagenbrunn 2017 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
502,springs-in-the-bavarian-national-parks-as-indicators-for-climate-change,open-data-portal-austria,,at,,Springs in the Bavarian National Parks as indicators for climate change,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
503,nationalparks-austria_pflanzenklaranlagen-im-nationalpark-kalkalpen,open-data-portal-austria,,at,,Plant sewage plants in the Kalkalpen National Park,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
504,nationalparks-austria_the-rich-sides-of-mountain-summits-a-pan-european-view-on-aspect-preferen,open-data-portal-austria,,at,,The rich sides of mountain summits – a pan-European view on aspect preferences of alpine plants,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
505,nationalparks-austria_nationalpark-kalkalpen-fachbericht-abwasser,open-data-portal-austria,,at,,Kalkalpen National Park Technical Report Wastewater,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
506,oh_voranschlag-deutsch-griffen-2024-gemeinde,open-data-portal-austria,,at,Estimates of the municipality – revenue and expenditure,Estimate German-Griffen 2024 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
507,ekobus,open-data-portal-serbia,,rs,Геоподаци искоришћени за платформу из наслова,ЕкоБус,Sigurne Staze,Organization,,,Open Data Portal Serbia,,,,,,,,,,,,,,,,,,,,
508,broj-stanova-prema-broju-soba-i-raspolozhivosti-pomotshnikh-prostorija,open-data-portal-serbia,,rs,Број  станова према броју соба и расположивости помоћних просторија http://data.stat.gov.rs/Metadata/31_Popis/Html/31040401_ESMS_G10_2022_1.html,Број  станова према броју соба и расположивости помоћних просторија,Републички завод за статистику #2021,Organization,,,Open Data Portal Serbia,,,,,,,,,,,,,,,,,,,,
509,nationalparks-austria_corine-for-large-scale-monitoring-of-pas-in-europe,open-data-portal-austria,,at,,Corine for large-scale monitoring of PAs in Europe,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
510,registrovana-zaposlenost-prema-opshtini-rada-nstj,open-data-portal-serbia,,rs,Регистрована запосленост према општини рада (НСТЈ) http://data.stat.gov.rs/Metadata/24_Zarade/Html/2402_ESMS_G3_2023_1.html,Регистрована запосленост према општини рада (НСТЈ),Републички завод за статистику #2021,Organization,,,Open Data Portal Serbia,,,,,,,,,,,,,,,,,,,,
511,oh_voranschlag-kirchberg-thening-2024-gemeinde,open-data-portal-austria,,at,Voranschlag der Gemeinde - Einnahmen und Ausgaben,Voranschlag Kirchberg-Thening 2024 (Gemeinde),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
512,191-statistisches-amt-kanton-zuerich,opendata-swiss,opendata.swiss,ch,Adjusted tax force (tax force after financial compensation).,Tax force adjusted [Mio.Fr.],Statistisches Amt des Kantons Zürich,Organization,,,,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,,,,,,,,,,,,,,,,,,,
513,eo-eum-dat-msg-cth-iodc,pn,,eu,"The product indicates the height of highest cloud. Based on a subset of the information derived during Scenes and Cloud Analysis, but also makes use of other external meteorological data. Applications and Users: Aviation meteorology.

From 1 June 2022, Meteosat-9 at 45.5° E is the prime satellite for the IODC service, replacing Meteosat-8 (located at 41.5° E while in operation).",Cloud Top Height - MSG - Indian Ocean,,,,,EUMETSAT Product Navigator,,,,,,,,,,,,,,,,,,,,Environment
514,http-api-kolada-se-v2-kpi-n02310,oppnadata,,se,"All data refer to pupils in schools with grades according to the target and knowledge-related grading system. Students in year 9 with the lowest grade E in geography, municipal schools, share (%). Refers to pupils in municipal schools located in the municipality regardless of where they are registered. Data is available according to gender breakdown.","Year 9 students with the lowest grade E in geography, municipal schools, share (%)",Rådet för främjande av kommunala analyser - Kolada,Agent,mailto:rka@rka.nu,https://rka.nu/,,http://dataportal.se/organisation/SE2220000315,,,Sveriges dataportal,,,,,,,,,,,,,,,,"Education, culture and sport"
515,https-catalog-gavle-se-store-1-resource-152,oppnadata,,se,"This data set has been deprecated and is not recommended for any use.

Location of access points for public wireless network in the city center and outlying areas of Gävle Municipality. SSID/Network name ""_Gavle WiFi"".

The Municipality of Gävle disclaims all responsibility for any errors or changes in open data that has been supplied by Gävle Municipality to the consumer. The Municipality of Gävle disclaims all responsibility for damage or other inconvenience resulting from improper use of open data in assimilated products or with other information.",Public Wi-Fi,Gävle kommun,Agent,,https://www.gavle.se/,,http://dataportal.se/organisation/SE2120002338,,,Sveriges dataportal,,,,,,,,,,,,,,,,Science and technology
516,http-api-kolada-se-v2-kpi-n01846,oppnadata,,se,Number of inhabitants 29 years old on 31/12.,"Population 29 years old, number",Rådet för främjande av kommunala analyser - Kolada,Agent,mailto:rka@rka.nu,https://rka.nu/,,http://dataportal.se/organisation/SE2220000315,,,Sveriges dataportal,,,,,,,,,,,,,,,,Government and public sector
517,http-api-kolada-se-v2-kpi-n60801,oppnadata,,se,Number of households beneficiaries of long-term financial assistance during the year divided by the number of households recipients of aid during the calendar year. Long-term assistance lasts 10-12 months during the year. Refers to the region.,"Households receiving financial assistance for 10-12 months during the year, region, share (%)",Rådet för främjande av kommunala analyser - Kolada,Agent,mailto:rka@rka.nu,https://rka.nu/,,http://dataportal.se/organisation/SE2220000315,,,Sveriges dataportal,,,,,,,,,,,,,,,,Population and society
518,http-api-kolada-se-v2-kpi-u79142,oppnadata,,se,"Index based on the four KPIs included in the care guarantee: contact with primary care on the same day, medical assessment within three days, expected less than 90 days before first contact with specialised care, expected less than 90 days for surgery/action within the specialised care. The region with best overall one gets 100 and that region with the lowest overall result from 0. The index is calculated by first normalising each KPI where the region with the best score is 100 and the worst one gets 0. Then an average of all four normalised values is calculated. The average is again normalised so that all regions have a value between 0 and 100.","Availability according to the care guarantee, index (max = 100)",Rådet för främjande av kommunala analyser - Kolada,Agent,mailto:rka@rka.nu,https://rka.nu/,,http://dataportal.se/organisation/SE2220000315,,,Sveriges dataportal,,,,,,,,,,,,,,,,Health
519,24f57f33-c710-404e-b0ee-18e8f614869e,podgik,,pl,"Land and buildings (real estate cataster) is a uniform for the country, regularly updated collection of information about land, buildings and premises, their owners and other natural or legal persons who control these lands, buildings and premises. The cadastral map is an element of the state geodetic and cardographic resource and is carried out at the level of counties. It is conducted in different scales 1:500 to 1:5000 depending on the content density for the whole country.
The contents of the cadastral map are the following elements:
1) Limits:
States, units of basic three-stage territorial division of the State, cadastral units, divisions, parcels, 2) marking of border points, distinguishing points, the location of which has been determined in the appropriate manner and with the required accuracy, among them — points permanently stabilised in the field, 3) contours of land areas and their designation, 4) contours of soil classes and their designation, 5) contours of buildings, 6) numbers of cadastral parcels, 7) boundaries of statistical areas and their designation, 8) descriptive and informational data, and in particular:
a) the names of the units of the main three-stage territorial division of the state, b) the designation of the cadastral unit and the perimeter, c) the names of streets, squares, gala, watercourses, reservoirs and other physiographic objects, d) public road numbers assigned on the basis of regulations on public roads, e) order and registration numbers of buildings.","Register of land and buildings, district of Kościerzyna, Nowa Kiszewa, cadastral area 220604_2.0018 (POWIAT2206)",,,,,Geo-System metadata catalogue,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
520,0a60bfaa-a235-4db7-bbf8-b06a2f28558b,podgik,,pl,"Land and buildings (real estate cataster) is a uniform for the country, regularly updated collection of information about land, buildings and premises, their owners and other natural or legal persons who control these lands, buildings and premises. The cadastral map is an element of the state geodetic and cardographic resource and is carried out at the level of counties. It is conducted in different scales 1:500 to 1:5000 depending on the content density for the whole country.
The contents of the cadastral map are the following elements:
1) Limits:
States, units of basic three-stage territorial division of the State, cadastral units, divisions, parcels, 2) marking of border points, distinguishing points, the location of which has been determined in the appropriate manner and with the required accuracy, among them — points permanently stabilised in the field, 3) contours of land areas and their designation, 4) contours of soil classes and their designation, 5) contours of buildings, 6) numbers of cadastral parcels, 7) boundaries of statistical areas and their designation, 8) descriptive and informational data, and in particular:
a) the names of the units of the main three-stage territorial division of the state, b) the designation of the cadastral unit and the perimeter, c) the names of streets, squares, gala, watercourses, reservoirs and other physiographic objects, d) public road numbers assigned on the basis of regulations on public roads, e) order and registration numbers of buildings.","Register of land and buildings, drawski district, municipality Drawsko Pomorskie — city, 0015, register area 320302_4.0015",,,,,Geo-System metadata catalogue,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
521,9db009ec-b603-424a-931f-045658241231,podgik,,pl,"Land and buildings (real estate cataster) is a uniform for the country, regularly updated collection of information about land, buildings and premises, their owners and other natural or legal persons who control these lands, buildings and premises. The cadastral map is an element of the state geodetic and cardographic resource and is carried out at the level of counties. It is conducted in different scales 1:500 to 1:5000 depending on the content density for the whole country.
The contents of the cadastral map are the following elements:
1) Limits:
States, units of basic three-stage territorial division of the State, cadastral units, divisions, parcels, 2) marking of border points, distinguishing points, the location of which has been determined in the appropriate manner and with the required accuracy, among them — points permanently stabilised in the field, 3) contours of land areas and their designation, 4) contours of soil classes and their designation, 5) contours of buildings, 6) numbers of cadastral parcels, 7) boundaries of statistical areas and their designation, 8) descriptive and informational data, and in particular:
a) the names of the units of the main three-stage territorial division of the state, b) the designation of the cadastral unit and the perimeter, c) the names of streets, squares, gala, watercourses, reservoirs and other physiographic objects, d) public road numbers assigned on the basis of regulations on public roads, e) order and registration numbers of buildings.","Register of land and buildings, Piaseczyński district, Tarczyn commune — commune, Wólka Jeżewska, register area 141806_5.0038 (POWIAT1418)",,,,,Geo-System metadata catalogue,,,,,,,,,,,,,,,,,,,,"Justice, legal system and public safety"
522,oh_rechnungsabschluss-altmunster-2013,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Altmünster 2013 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
523,bibliotek-frb,open-data-dk,,dk,,libraries,Frederiksberg Kommune,Organization,,,OPEN DATA DK,,,,,,,,,,,,,,,,,,,,
524,4168,open-data-bulgaria,,bg,Register of dams in the region of Haskovo,Register of dams in the region of Haskovo,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
525,8426,open-data-bulgaria,,bg,Information about payments in SEBRA 12.04.2017,Information about payments in SEBRA 12.04.2017,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
526,5818,open-data-bulgaria,,bg,Register of orders authorising the development of PUPs and IMPs in Chelopech Municipality,Register of orders authorising the development of a PUP and an IMP,Кунчо Тороманов,Agent,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
527,831,open-data-bulgaria,,bg,,"Sports companies in Dolna Mitropoliya Municipality, registered under the Non-Profit Act",Десислава Манова,Agent,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
528,ibkra-2013-ein-aoh,open-data-portal-austria,,at,Clearance of accounts 2013 Revenue Extraordinary budget,Clearance of accounts 2013 Revenue AO,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
529,oh_voranschlag-peuerbach-2023-gemeinde,open-data-portal-austria,,at,Estimates of the Municipality — Revenue and Expenditure,Estimate Peuerbach 2023 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
530,oh_rechnungsabschluss-grossarl-2021-statistik-austria,open-data-portal-austria,,at,Clearance of accounts of the municipality - Income and expenditure,Clearance of accounts Großarl 2021 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
531,oh_rechnungsabschluss-henndorf-am-wallersee-2017-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Henndorf am Wallersee 2017 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
532,18899,open-data-bulgaria,,bg,,Register of categorised tourist sites — 2022,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
533,14768,open-data-bulgaria,,bg,Register of alerts received by the Plovdiv RIOSV,Register of alerts,РИОСВ - Пловдив,Agent,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
534,5360,open-data-bulgaria,,bg,,Register of retail outlets in the municipality of Strazhitsa,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
535,9494,open-data-bulgaria,,bg,Register of advertising and information elements,Register of advertising and information elements,,,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
536,1980,open-data-bulgaria,,bg,List of schools and kindergartens Municipality Ruzhinci,List of schools and kindergartens Municipality Ruzhinci,Пламен Гацев,Agent,,,Open Data Bulgaria,,,,,,,,,,,,,,,,,,,,
537,oh_rechnungsabschluss-hinzenbach-2004,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts by Hinzenbach 2004 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
538,oh_rechnungsabschluss-obertraun-2004,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Obertraun 2004 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
539,oh_rechnungsabschluss-sankt-barbara-im-murztal-2018-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Sankt Barbara im Mürztal 2018 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
540,oh_rechnungsabschluss-schildorn-2019-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Schildorn 2019 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
541,oh_rechnungsabschluss-klein-st-paul-2011,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Klein St. Paul 2011 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
542,oh_rechnungsabschluss-seckau-2016-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Seckau 2016 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
543,oh_rechnungsabschluss-laakirchen-2020-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Laakirchen 2020 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
544,oh_rechnungsabschluss-micheldorf-in-oberosterreich-2001-statistik-austria,open-data-portal-austria,,at,Clearance of the Municipality’s Accounts — Revenue and Expenditure,Clearance of accounts Micheldorf in Upper Austria 2001 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
545,oh_rechnungsabschluss-neuhofen-an-der-krems-2006,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Neuhofen an der Krems 2006 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
546,oh_rechnungsabschluss-niederleis-2015,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Niederleis 2015 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
547,88bba101-2d9f-48d9-be5e-1d657705b616,ngr-nl,,nl,"This file contains channels and districts as laid down in the Environmental Ordinance of the Province of Groningen. In this Environmental Ordinance, we have introduced specific rules to protect the districts and canals, characteristic watercourses and characteristic subdivision. Water, landscaping and the course of roads determine the character of the landscape of Groningen.",Channels and neighbourhoods (Organisation Regulation),,,,,National Georegister of the Netherlands,,,,,,,,,,,,,,,,,,,,Population and society
548,rapport-dactivites-de-la-police-2021,la-plateforme-de-donnees-luxembourgeoise,,lu,Activity Report 2021,Police Activity Report 2021,Police grand-ducale,Organization,,,,,,,,,La plateforme de données luxembourgeoise,,,,,,,,,,,,,,
549,ffffffb1-bc35-5c43-a3f5-039f786bb289,ngr-nl,,nl,The integrated nature reserve plan with regard to nature and landscape objectives:- new nature areas (from cultivated land to new nature);- management areas (agricultural lands where decisions in favour of nature and landscape are possible);- possibilities for subsidy within those limits. New funding schemes for nature and landscape management have been in place since 1 January 2000.,"Nature reserve plan 2008, Integral (history)",,,,,National Georegister of the Netherlands,,,,,,,,,,,,,,,,,,,,Government and public sector
550,zbirka-obvestil-v-zvezi-izvajanja-postopkov-oddaje-javnih-narocil,odprti-podatki-slovenije,,si,"In accordance with the provisions of ZJN-3 and ZJNPOV, contracting authorities shall publish notices on the public procurement portal concerning the implementation of procedures in the form of forms. The information contained in the notices is different from the type of notice and relates to the contracting authority/contracting entity, the subject-matter of the contract, legal, economic, financial and technical information, procedure, supplementary information, award of the contract/concession, explanations, changes, place of publication.",Collection of notices relating to the implementation of public procurement procedures,MINISTRSTVO ZA JAVNO UPRAVO,Organization,,,,,,,,Odprti podatki Slovenije,,,,,,,,,,,,,,,
551,vodovodna-infrastruktura-v-obcini-lendava,odprti-podatki-slovenije,,si,Records of data on water infrastructure in the municipality of Lendava in the General Register of Public Economic Infrastructures of the Geodetic Administration of the Republic of Slovenia.,Water infrastructure in the municipality of Lendava,OBČINA LENDAVA - LENDVA KÖZSEG,Organization,,,,,,,,Odprti podatki Slovenije,,,,,,,,,,,,,,,
552,22324813-bundesamt-fur-statistik-bfs,opendata-swiss,opendata.swiss,ch,,Healthcare Costs by Benefits,BFS/OFS,Organization,,,,https://www.bfs.admin.ch/,,,,,,,,,,,,,,,,,,,Health
553,election-landratswahlen-2003-region-4-11-gelterkinden-kanton-basel-landschaft,opendata-swiss,opendata.swiss,ch,"Final results of the regional election “Regional elections 2003 constituency Gelterkinden”, 30 March 2003, canton of Basel-Landschaft, broken down by candidate and commune.",District elections 2003 constituency Gelterkinden,Basel-Landschaft,Organization,,,,https://opendata.swiss/organization/kanton-basel-landschaft,,,,,,,,,,,,,,,,,,,Government and public sector
554,oh_voranschlag-mining-2016,open-data-portal-austria,,at,Statement of estimates of the municipality — Revenue and expenditure,Estimate Mining 2016 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
555,taxonomisch-okologische-erhebung-der-rotatorien-und-crustaceenfauna-stehender-gewasser-des-seng,open-data-portal-austria,,at,"Taxonomic-ecological survey of the rotational and crustacean fauna of the Sengsengebirge. Large and Small Lake Feichtau as well as small waters. Annual Report 5.7/1991, 115. S., English Abstract, Tab., zahlr. Fig. (in particular to Taxonomi",Taxonomic-ecological survey of the rotational and crustacean fauna of the Sengsengebirge,,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
556,voranschlag-2017-finanzzuweisungen-zuschusse-oder-beitrage-von-und-an-gebietskorperschaften,open-data-portal-austria,,at,"Evidence of a specific nature: The Ordinance on Estimates and Clearance of Accounts (VRV) lays down which evidence of the particular nature of the estimate is to be attached and how it should be presented. 

Cash flows not related to benefits between the Federal Government, the Land, the EU, other municipalities and the City of Linz. 

Filter: 

Detection = B, C, E, F, G, H, L, M

Here is an additional table (see below: ZVARAFZ), in which the headings of the item groups (post 1-3 of the post office) are defined in addition to the sorting. 

There is another additional table for the subsection/approach name (SNE field) (see below: ZTABEZ).","Estimate 2017 — Financial allocations, grants or contributions from and to local authorities (Linz)",,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
557,oh_rechnungsabschluss-st-lorenz-2009,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts St. Lorenz 2009 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
558,oh_rechnungsabschluss-uberackern-2010,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Überackern 2010 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
559,oh_rechnungsabschluss-st-ulrich-bei-steyr-2011,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts St. Ulrich bei Steyr 2011 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
560,oh_voranschlag-st-lorenz-2020-gemeinde,open-data-portal-austria,,at,Statement of estimates of the municipality — Revenue and expenditure,Estimate St. Lorenz 2020 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
561,oh_voranschlag-alpbach-2019-gemeinde,open-data-portal-austria,,at,Statement of estimates of the municipality — Revenue and expenditure,Estimate Alpbach 2019 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
562,rechnungsabschluss-2016-rucklagen,open-data-portal-austria,,at,"The Ordinance on Estimates and Clearance of Accounts (VRV) lays down which evidence of the particular nature of the estimate is to be attached and how it should be presented. 
 
Amounts of money accumulated for certain purposes or for the purpose of balancing the budget.",Clearance of accounts 2016 — Reserves (Linz),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
563,rechnungsabschluss-2018-abweichungen-zwischen-voranschlag-und-rechnung_doc,open-data-portal-austria,,at,"Comments on credit changes and deviations from the estimate.  


Discrepancies between estimates and invoices:
major discrepancies between estimates and clearance of accounts.",2018 clearance of accounts — discrepancies between estimates and invoices (Linz),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
564,oh_rechnungsabschluss-pramet-2017-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Closure of accounts Pramet 2017 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
565,oh_rechnungsabschluss-pernitz-2004-statistik-austria,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Pernitz 2004 (Statistik Austria),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
566,oh_rechnungsabschluss-riegersburg-2019-gemeinde,open-data-portal-austria,,at,Clearance of the accounts of the municipality — revenue and expenditure,Clearance of accounts Riegersburg 2019 (municipality),,,,,opendataportal.at,,,,,,,,,,,,,,,,,,,,
567,tessin-literary-map-openglam,opendata-swiss,opendata.swiss,ch,Geolocated quotes and places related to author of books from and about Tessin,Tessin literary map,Osservatorio culturale del Cantone Ticino,Organization,,,,http://guidaletteraria.ti.ch/,,,,,,,,,,,,,,,,,,,"Education, culture and sport"
568,bf657532-e9fb-4d02-8b0a-adeb63a142ef-geoinformation-kanton-zuerich,opendata-swiss,opendata.swiss,ch,"The normalised digital surface model (nDOM) for buildings arises from the difference between the Digital Surface Model (DOM) and the Digital Terrain Model (DTM). It depicts the object heights, in this case the building heights. The basis for calculation is the product LIDAR laser scanning point cloud (GIS-ZH No. 557) based on the flight of 2021/2022.",Normalisiertes Digitales Oberflächenmodell Gebäude (nDOM Geb) - 2021/2022,Kanton Zürich,Organization,,,,https://www.zh.ch/de/baudirektion/amt-fuer-raumentwicklung.html,,,,,,,,,,,,,,,,,,,Environment
