,id,catalog.id,catalog.title.de,catalog.country.id,description.en,title.en,publisher.name,publisher.type,publisher.email,publisher.resource,catalog.title.nl,catalog.title.sv,publisher.homepage,catalog.title.en,catalog.title.fr,catalog.title.it,catalog.title.lv,catalog.title.es,catalog.title.ga,catalog.title.hu,catalog.title.pt,catalog.title.fi,catalog.title.sk,catalog.title.no,catalog.title.sl,catalog.title.ro,catalog.title.hr,category
122,b10c35df-9c0d-44bc-a4df-aded70b8e659,geocatalogue-fr,,fr,"Carte, sous forme de polygones, représentant les zones de la baie du Mont Saint-Michel fréquentées par le Puffin des Baléares (Puffinus mauretanicus)  pendant la mue et le stationnement inter-nuptial. Cette espèce est inscrite à l'Annexe 1 de la directive Oiseaux.",Utilisation de la baie du Mont Saint-Michel par le puffin des Baléares (Puffinus mauretanicus) en saison post-nuptiale - Basse-Normandie,,,,,,,,,Geocatalogue France,,,,,,,,,,,,,Environment
123,fr-120066022-srv-e5b654c2-0edf-431a-961b-0e87c34413a9,geocatalogue-fr,,fr,"The Natural Risk Prevention Plan (PPRN) is a document produced by the State which regulates land use according to the natural risks to which it is subject. This ranges from the prohibition on construction to the possibility of building under certain conditions.
A PPRI is a flood risk prevention plan. The PPRN is a regulatory prevention record that communicates risk areas to populations and planners and identifies measures to reduce vulnerability. Its purpose is to gather knowledge of the risks in a given territory, to deduce from it a delimitation of the exposed areas and to define requirements for urban planning, construction and management in risk areas, as well as measures to prevent, protect and safeguard existing buildings in that area. It makes it possible to orient development towards risk-free zones.
The Environmental Code defines two categories of zones (L562-1): risk-exposed areas and areas that are not directly exposed to risks but where measures can be foreseen to avoid exacerbating the risk. Depending on the hazard level, each area is subject to an enforceable settlement. The regulations generally distinguish three types of zones:
1- ‘Building prohibited areas’, known as ‘red areas’, where the hazard level is high and the general rule is the prohibition on construction;
2- ‘prescribed areas’, known as ‘blue zones’, where the hazard level is average and the projects are subject to requirements adapted to the type of issue;
3- areas not directly exposed to risks but where constructions, works, developments or farms, agricultural, forestry, craft, commercial or industrial could aggravate risks or cause new ones, subject to prohibitions or requirements (cf. Article L562-1 of the Environmental Code).
The final document of the PPRN is composed of:
· a presentation report containing an analysis of the phenomena taken into account, as well as a study of their impact on people and property, existing and future. The report shall also set out the principles for the preparation of the PPRN and the explanatory memorandum of the Regulation;
· a regulatory map on a scale between 1/10 000 and 1/5 000 in general, which delimits the areas regulated by the PPRN;
· a by-law that specifies the rules applicable to each zone.
This layer contains data on the mapping of Mauldre’s regulatory zoning in the Yvelines. 
The Mauldre PPRI was approved by Prefectural Order No. B 06-0050 of 18 September 2006.",Simple download service (Atom) of the dataset: Mauldre RPRI Restricted Area — YVELINES,,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
124,fr-120066022-srv-fad47ef1-fed3-4b9e-bca5-40570db06653,geocatalogue-fr,,fr,"Surface objects (referential used: BD TOPO) of the areas of competence (intercommunality or isolated commune) for the supply of drinking water (AEP) in the Charente department.
Municipalities may transfer their powers to the establishment they create which may take the form of association cooperation (union and other groupings) or project cooperation (public institutions of inter-communal cooperation with own taxation — EPCI). 
These institutions may exercise only those powers which have been explicitly transferred to them either by law or by its member municipalities.",Simple download service (Atom) of the dataset: Areas of competence in AEP in Charente.,,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
125,fr-120066022-srv-582e52ac-a646-431e-9028-a038fefd0b93,geocatalogue-fr,,fr,"This layer represents all the points available from the TN to NGF, the height of water in metres, the speed in metres/second, and the grade of the centennial flood.",Map Viewing Service (WMS) of the dataset: Measurement points of the floods of the Saône in Côte-d’Or,,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
126,ab4f4dbf-eb0f-4f0d-a720-8788dfa6f696,govdata,GovData,de,"Cultural monuments must be protected by law and must be entered in a list, the so-called list of monuments. The owners concerned will be notified of the inclusion in the list of monuments. At the same time, the list of monuments is published here and updated weekly. The list of monuments is not final, but is constantly reviewed, supplemented and cleaned. 

All “cultural monuments of special importance” previously registered in the “Denkmalbuch” according to the Monument Protection Act of 2015 have been automatically incorporated into the new list of monuments, but their representations have not yet been definitively updated (description, scope of protection). 

The lists of the districts are divided into alphabetical series of their municipalities and within the municipalities (and district-free cities).

— Monument areas
— Factual populations
— Majorities of construction facilities
— Construction facilities (individual denkmale)
— Parts of structural installations
— Reasoning kmale
— Movable cultural monuments 
— Other cultural monuments",List of monuments Steinburg County,Landesamt für Denkmalpflege,Organization,,https://opendata.schleswig-holstein.de/organization/c9dc88bd-fc52-403c-a08c-b703949d9815,,,,,,,,,,,,,,,,,,"Education, culture and sport"
127,https-region-statistik-nord-de-detail_timeline-19-1501-7-1-352-1094-,govdata,GovData,de,"
Bautätigkeit, Wohnen - Gebäude und Wohnungsbestand - Durchschnittliche Wohnungsgröße in m² in Bollingstedt 

[Zum HTML-Angebot der Zeitreihe](https://region.statistik-nord.de/detail_timeline/19/1501/7/1/352/1094/)

[Regionaldaten für Schleswig-Holstein](https://region.statistik-nord.de/main/1)

Statistisches Amt für Hamburg und Schleswig-Holstein
          ",Durchschnittliche Wohnungsgröße in m² in Bollingstedt,Statistisches Amt für Hamburg und Schleswig-Holstein A.ö.R. (Statistikamt Nord),Organization,,https://opendata.schleswig-holstein.de/organization/statistikamt-nord,,,,,,,,,,,,,,,,,,Population and society
128,fr-120066022-srv-f1699a2d-2951-4116-9002-73daa75d4fda,geocatalogue-fr,,fr,"Sensitivity map made by the ODONAT Grand Est network in 2018-2019. 
The distribution of the species is represented from recent occurrence data (1999-2018 or 2009-2018 by species).
These are the 10 x 10 km Lambert 93 meshes in which at least one observation of the species has been made in the recent period. 
Any observations shall be taken into account: they can be implanted populations, but also erratic individuals.
This layer represents the state of knowledge at the time of its realisation, it should not be considered exhaustive. The presence of the species outside the identified areas is possible.  
Refer to the card reading instructions as well as PDF cards for more information.",Dataset Direct Download Service (WFS): Sensitivity Maps — Non-sensitive Atlas Maps — Boloria aquilonaris (Nacre of cranberry),,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
129,fr-120066022-srv-7fdba841-5d6b-4f79-8216-3aa4bcb00162,geocatalogue-fr,,fr,"Le standard de données COVADIS sur les plans de prévention des risques comporte toutes les spécifications techniques et organisationnelles de stockage au format numérique des données géographiques représentées dans les plans de prévention des risques (PPR). Les plans de prévention des risques (PPR) ont été institués par la loi du 2 février 1995 relative au renforcement de la protection de l'environnement. L'outil PPR s'insère dans le cadre de la loi du 22 juillet 1987 relative à l'organisation de la sécurité civile, à la protection de la forêt contre l'incendie et à la prévention des risques majeurs. L'élaboration d'un PPR relève de la compétence de l'État. Elle est décidée par le Préfet.
Le PPRI de la Vienne médiane a été approuvé par arrêté préfectoral le 8 février 2007.","Service de visualisation cartographique (WMS) du lot de données : Plan de prévention du risque inondation (PPRI) de la Vienne médiane, section Chauvigny - Cenon-sur-Vienne",,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
130,urn-isogeo-metadata-uuid-a7799ef3-8e0d-426a-835a-78febc5ce944,geocatalogue-fr,,fr,"This repository consists of more than 70 layers of topographic data describing plots, buildings, green spaces, roads, urban furniture, hydrography and toponymy. Characteristic levelling points (wire, high and low slopes, carriageway axes, high point / low point ) also provide information on altitude.

This 2D reference system consists of the integration of precise topographic and parcel plans (very large-scale 1/200th scale detail plans ). The classes of details in accordance with the Order of 16 September 2003 are as follows: 4 cm in planimetry and 2 cm in altimetry.

The plans are carried out by expert surveyors or by the surveyors of the CUD by traditional method (field survey by tacheometry ). 

Representation of square and hexagonal telephone booths.",Topographical reference - Telecommunications booth - Dunkirk Urban Community,,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
131,fr-120066022-jdd-a85d04c2-2ce9-42ca-a7a6-b193a91eadff,geocatalogue-fr,,fr,"De manière générale, les enjeux sont les personnes, biens, activités, éléments de patrimoine culturel ou environnemental, menacés par un aléa et susceptibles d'être affectés ou endommagés par celui-ci. La sensibilité d'un enjeu à un aléa est nommée « vulnérabilité ».
Cette classe d'objet regroupe tous les enjeux qui ont été pris en compte dans l'étude du PPR. Un enjeu est un objet daté dont la prise en compte est fonction de l'objet du PPR et de sa vulnérabilité aux aléas étudiés. Un enjeu de PPR peut donc être pris en compte (ou pas) selon le ou les types d'aléa traités.
Ces éléments constituent le socle de connaissance de l'occupation du sol nécessaire à l'élaboration du PPR, dans la zone d'étude ou à proximité de celle-ci, à la date de l'analyse des enjeux.

Les données d'enjeux représentent une photographie (figée et non exhaustive) des biens et des personnes exposés aux aléas au moment de l'élaboration du plan de prévention des risques. Ces données ne sont pas mises à jour après l'approbation du PPR. En pratique elles ne sont plus utilisées : les enjeux sont recalculés en tant que de besoin avec des sources de données à jour.","Enjeux surfaciques pris en compte dans le PPRT de l'établissement RHODIA sur la commune de La Rochelle, en Charente-Maritime",,,,,,,,,Geocatalogue France,,,,,,,,,,,,,"Justice, legal system and public safety"
132,fr-120066022-srv-3353576e-9a67-4826-a9f0-1ec47e609ec1,geocatalogue-fr,,fr,"Pour les PPR naturels, le code de l'environnement définit deux catégories de zones (L562-1) : les zones exposées aux risques et les zones qui ne sont pas directement exposées aux risques mais sur lesquelles des mesures peuvent être prévues pour éviter d'aggraver le risque.En fonction du niveau d'aléa, chaque zone fait l'objet d'un règlement opposable. Les règlements distinguent généralement trois types de zones :
1- les « zones d'interdiction de construire », dites « zones rouges », lorsque le niveau d'aléa est fort et que la règle générale est l'interdiction de construire ;
2- les « zones soumises à prescriptions », dites « zones bleues », lorsque le niveau d'aléa est moyen et que les projets sont soumis à des prescriptions adaptées au type d'enjeu ;
3- les zones non directement exposées aux risques mais où des constructions, des ouvrages, des aménagements ou des exploitations agricoles, forestières, artisanales, commerciales ou industrielles pourraient aggraver des risques ou en provoquer de nouveaux, soumises à interdictions ou prescriptions (cf. article L562-1 du Code de l'environnement) . Cette dernière catégorie ne s'applique qu'aux PPR naturels.",Service de visualisation cartographique (WMS) du jeu de données : Zone réglementée du Plan de Prévention des Risques Naturels Prévisibles de la commune de Berre l'Etang - Bouches-du-Rhône - 13DDTM2016059 (RETRAIT GONFLEMENT DES ARGILES),,,,,,,,,Geocatalogue France,,,,,,,,,,,,,
133,9fca7b85-8a7f-4cc4-968a-77107b3c3761,govdata,GovData,de,"Verbreitung makrophytischer Grünalgen im Schleswig-Holsteinischen Wattenmeer im Juli 2001; Übersichtskarte, Polygon Features#locale-eng:Distribution of macrophytic green algea in the Schleswig-Holstein Wadden Sea in July 200; survey map, polygon features",Makrophytische Grünalgen im Schleswig-Holsteinischen Wattenmeer 2001-07-18 (UTM),"Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz",Organization,,https://mcloud.de/9fca7b85-8a7f-4cc4-968a-77107b3c3761#publisher,,,,,,,,,,,,,,,,,,Transport
134,stanord_cms-60528,govdata,GovData,de,"Construction completion and overhang in Schleswig-Holstein in 2017
",Construction completion and overhang in Schleswig-Holstein in 2017,Statistisches Amt für Hamburg und Schleswig-Holstein A.ö.R. (Statistikamt Nord),Organization,,https://opendata.schleswig-holstein.de/organization/statistikamt-nord,,,,,,,,,,,,,,,,,,Economy and finance
135,https-opendata-schleswig-holstein-de-dataset-automatische-zahlstelle-fehmarnsundbru-cke-2006,govdata,GovData,de,"On Germany’s motorways and extra-local federal roads, all vehicles are permanently counted at automatic counting points. Depending on the type of equipment used, up to nine vehicle types can be distinguished.

The data are collected by the Länder and transmitted to the BASt on a quarterly basis. On this basis, annual mileage and average daily traffic strengths (DTV) are calculated. The data form an important basis for traffic or construction decisions and measures


Information on the types and abbreviations used:

— [recording types according to TLS (PDF)](https://www.bast.de/BASt_2017/DE/Verkehrstechnik/Fachthemen/v2-verkehrszaehlung/pdf-dateien/erfassungsarten.pdf?__blob=publicationFile)
— [abbreviations and CSV record description (PDF)](https://www.bast.de/BASt_2017/DE/Verkehrstechnik/Fachthemen/v2-verkehrszaehlung/pdf-dateien/abkuerzungen.pdf?__blob=publicationFile) 

[Counting site information page](https://www.bast.de/DE/Verkehrstechnik/Fachthemen/v2-verkehrszaehlung/Aktuell/zaehl_aktuell_node.html?nn=1819516&cms_detail=1131&cms_map=0)",Automatic counting station Fehmarnsundbrücke 2006,Bundesanstalt für Straßenwesen (BASt) ,Organization,,https://opendata.schleswig-holstein.de/organization/1982b7c4-fb92-42aa-a25a-6ddb492d7e5d,,,,,,,,,,,,,,,,,,Transport
136,5031-informatia-operativa-a-subventionarii-din-09-07-2012,government-open-data-portal-moldova,,md,Operational information of the subsidy as of 09.07.2012,Operational information of the subsidy as of 09.07.2012,,,,,,,,Government Open Data Portal Moldova,,,,,,,,,,,,,,
137,43525770-973a-47ed-9f84-7f38c0fe2363,govdata,GovData,de,"Das Dashboard wird monatlich aktualisiert und enthält Diagramme, Karten und Tabellen zu den Themen Arbeitslosigkeit und Langzeitarbeitslosigkeit. ",Langzeitarbeitslosigkeit,Statistik der Bundesagentur für Arbeit,Organization,Service-Haus.Statistik-GovData@arbeitsagentur.de,,,,https://statistik.arbeitsagentur.de,,,,,,,,,,,,,,,Government and public sector
138,255ab0e9-b3a1-41c4-b7e4-9c3a01ddfb69,kozadatportal,,hu,The table shows the number of landlines [per thousand inhabitants],Number of landlines [per thousand inhabitants],Központi Statisztikai Hivatal,Organization,mailto:https://epapir.gov.hu/,https://kozadatportal.hu/organization/7092a4be-23ac-40d7-947c-95a85ba722c2,,,https://www.ksh.hu/,,,,,,,Nemzeti Közadatportál,,,,,,,,Population and society
139,topografia-1000-v2r2-area-metropolitana-barcelona-full-420-27-38-20220501,idee,,es,"Continuous topographic cartography (urban and rural areas) that covers part of the territory of the metropolitan area of Barcelona, compiled in 3 dimensions. It includes information related to the following layers: relief; hydrography; roads and other transport networks; buildings, constructions and facilities; land cover; toponymy and municipal inventories. The scale of reference is 1:1000.","Metropolitan topographic Map 1:1,000 - Sheet 420-27-38 - May 2022",,,,,,,,,,,,IDEE,,,,,,,,,,Economy and finance
140,37f8ed39-ce17-4a51-bc57-50a66c338352,kozadatportal,,hu,"The table shows the distribution of the population by age group worldwide, 2020 [percentage]","Population by age group, 2020 [percentage]",Központi Statisztikai Hivatal,Organization,mailto:https://epapir.gov.hu/,https://kozadatportal.hu/organization/7092a4be-23ac-40d7-947c-95a85ba722c2,,,https://www.ksh.hu/,,,,,,,Nemzeti Közadatportál,,,,,,,,Population and society
141,freedom_of_information_act_2000-statistics_on_implementation_in_central_government,data-gov-uk,,gb,"Quarterly statistical releases on the handling of requests for information made under the Act by 43 central government bodies, including all departments of state. Figures are derived from manual returns submitted by participating bodies, and cover timeliness of response, outcomes of requests, and usage of the Act's appeal processes. The annual report covers the implementation and operation of the Freedom of Information Act 2000 in central government. It draws together the quarterly statistics for the year and analyses the longer term trends.

Source agency: Justice

Designation: National Statistics

Language: English

Alternative title: FOI",Freedom of Information Act 2000: statistics on implementation in central government,Ministry of Justice,Agent,,,,,,data.gov.uk,,,,,,,,,,,,,,"Justice, legal system and public safety"
142,marital_status_2001_census,data-gov-uk,,gb,"Marital status
Source: Census 2001
Publisher: Neighbourhood Statistics
Geographies: Output Area (OA), Lower Layer Super Output Area (LSOA), Middle Layer Super Output Area (MSOA), Ward, Local Authority District (LAD), Government Office Region (GOR), National, Primary Care Trust (PCT), Strategic Health Authority (SHA), Parliamentary Constituency
Geographic coverage: England and Wales
Time coverage: 2001
Type of data: Survey (census)
Notes: The population of the table is all people aged 16 and over.",Marital status (2001 Census),Office for National Statistics,Agent,,,,,,data.gov.uk,,,,,,,,,,,,,,Population and society
143,uk-licensed-fishing-vessels-monthly-lists-derived-from-uk-ship-register-held-by-register-of-shi,data-gov-uk,,gb,"Operational tool _ contains details about the vessels including administrative port, home port, port letters and number, vessel name, Registry of Shipping and Seamen (RSS) number and overall length. Full database Includes vessel owner details that are not included in current releases as this is regulated by the Data Protection Act 1998.","UK licensed fishing vessels monthly lists derived from UK Ship Register (held by Register of Shipping and Seamen, Marine Coastguard Agency)",Marine Management Organisation,Agent,,,,,,data.gov.uk,,,,,,,,,,,,,,Environment
144,e0a2e8b4-4116-77fc-a6a8-3c8bc0282dab~~1,govdata,GovData,de,City of Eberswalde Scope of application of the conservation statute E1 - Westend/Luisenplatz,City of Eberswalde Preservation Statute E1 - Westend/Luisenplatz,Stadt Eberswalde,Organization,mailto:b.pohl@eberswalde.de,,,,,,,,,,,,,,,,,,,Regions and cities
145,598b4442-9f27-4877-9923-fd9df539fbe0~~1,govdata,GovData,de,Time series of wave height of surface waves from the MARNET measuring network.,Time series of wave height of surface waves 2000,Bundesamt für Seeschifffahrt und Hydrographie (BSH),Organization,mailto:Susanne.Tamm@bsh.de,,,,,,,,,,,,,,,,,,,Transport
146,https-atom-cuzk-cz-api-responses-cz-00025712-cuzk_dbp-tbp-jsonld,nkod-opendata-cz,,cz,"Points of Gravity Geodetic Control - contains only point of fundamental Gravity Geodetic Control, whose administrator is Land Survey Office.",Gravity geodetic control,Český úřad zeměměřický a katastrální,Agent,,https://rpp-opendata.egon.gov.cz/odrpp/zdroj/orgán-veřejné-moci/00025712,,,,Czech National Open Data Portal,,,,,,,,,,,,,,Regions and cities
147,https-analisi-transparenciacatalunya-cat-api-views-uh6n-ap87,datos-gob-es,,es,"Incidències, alteracions,... del servei de rodalia de Barcelona en la línia R2.

Aquesta informació només conté les dades en temps real de les incidències existents en aquell moment. No s’ofereix informació acumulada respecte a d’altres períodes temporals.",Status of the R2 of Rodalíes de Catalunya line service,Generalitat de Catalunya,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/A09002970,,,,,,,,datos.gob.es,,,,,,,,,,Transport
148,urn-ine-es-tabla-px-t13-p451-2019-p05-03062,datos-gob-es,,es,"Table of INEBase
Titulados en Ciclos Formativos de Grado Medio del curso 2013-14 según hayan realizado parte de esos estudios en el extranjero por CCAA de estudio. Survey on the Transition from Education/Training to Labour Market Insertion",Titulados en Ciclos Formativos de Grado Medio del curso 2013-14 según hayan realizado parte de esos estudios en el extranjero por CCAA de estudio (API identifier: /t13/p451/2019/p05/l0/03062.px),Instituto Nacional de Estadística,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/EA0010587,,,,,,,,datos.gob.es,,,,,,,,,,"Education, culture and sport"
149,https-opendata-euskadi-eus-catalogo-registro-contratos-badesa-s-del-2021-,datos-gob-es,,es,"The Register of Public Sector Contracts is the central official public procurement information system and, as such, the support for public procurement knowledge, analysis and research, for public procurement statistics, for compliance with national and international public procurement information obligations, for communications of contract data to other government bodies, in accordance with the principle of transparency.",Registration of contracts of Badesa S.A. of 2021,Comunidad Autónoma de País Vasco,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/A16003011,,,,,,,,datos.gob.es,,,,,,,,,,Government and public sector
150,290fed18-f81a-4bd3-8458-ae12e60ddd9b,gdi-de,GDI-DE,de,WMS on the development plan BPlan 098 - Augustfehn II (original text) of the municipality of Apen in the XPlanGML version 5.1.2 data format,WMS on the development plan BPlan 098 - Augustfehn II (original text) of the municipality of Apen,,,,,,,,,,,,,,,,,,,,,,
151,urn-ine-es-tabla-t3-38-25218,datos-gob-es,,es,"Table of INEBase
Short-term Divorce Indicator, by province according to sex. Annual. Provinces. Basic Demographic Indicators","Short-term Divorce Indicator, by province according to sex. IDB (API identifier: 25218)",Instituto Nacional de Estadística,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/EA0010587,,,,,,,,datos.gob.es,,,,,,,,,,Population and society
152,https-datos-canarias-es-catalogos-estadisticas-dataset-pacientes-dados-de-alta-en-hospitales-de-canarias-segun-provincias-de-hospitalizacion-sexo-2021,datos-gob-es,,es,"Patients discharged from hospitals in the Canary Islands by province of hospitalization, sexes and age groups. 2021.","Patients discharged from hospitals in the Canary Islands by province of hospitalization, sexes and age groups. 2021",Instituto Canario de Estadística,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/A05003423,,,,,,,,datos.gob.es,,,,,,,,,,Health
153,dlbscvphguaqutcawoeovq,estat,,eu,Road tractors by type of motor energy,Road tractors by type of motor energy,Eurostat,Organization,,http://publications.europa.eu/resource/authority/corporate-body/ESTAT,,,https://commission.europa.eu/about-european-commission/departments-and-executive-agencies/eurostat-european-statistics,Eurostat,,,,,,,,,,,,,,Transport
154,urn-ine-es-tabla-t3-347-24058,datos-gob-es,,es,"Table of INEBase
Employed population who have completed higher secondary education by sector of level of education attained, sex and autonomous community. Absolute values. Annual. Autonomous Communities and Cities. Economically Active Population Survey","Employed population who have completed higher secondary education by sector of level of education attained, sex and autonomous community. Absolute values. EPA (API identifier: 65636)",Instituto Nacional de Estadística,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/EA0010587,,,,,,,,datos.gob.es,,,,,,,,,,Economy and finance
155,c_e473-2j68-rgid,dati-gov-it,,it,Come definito nell'Allegato a) dell'Allegato 10 del Rendiconto di Gestione come al D. Lgs. 118/2011.,Conto del Bilancio Comune di Latisana 2018 - Composizione del risultato di Amministrazione,Regione Friuli Venezia-Giulia,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Government and public sector
156,2e75844b-25a3-4abe-936c-c1d3ba51f6cb,data-gv-at,data.gv.at,at,"Critical loads are defined as the ecological load limit for the entry of air pollutants into an ecosystem. In the long term, there will be no negative impact on the ecosystem if critical loads are not exceeded. Critical loads are calculated for acidifying sulphur and nitrogen inputs as well as for eutrophic nitrogen inputs in Austria. The critical loads for acidifying nitrogen and sulfur inputs will be exceeded in 2010 on 0.6% of the ecosystem area of forest. For critical loads for eutrophic nitrogen inputs, between 31% and 94% of the assessed near-natural ecosystem areas will be exceeded, depending on the chosen method. The significant discrepancy between severe impairment due to nutrient inputs and less impairment due to acidification is typical. Since nitrogen is primarily responsible for both problem areas, the reduction of nitrogen inputs should be given greater importance in the future.",Critical loads for sulfur and nitrogen inputs into ecosystems,Umweltbundesamt GmbH,Organization,opendata@umweltbundesamt.at,https://www.data.gv.at/katalog/organization/68fcc1fa-7c91-4f8a-a031-35ada41128a7,,,,,,,,,,,,,,,,,,
157,https-datos-canarias-es-catalogos-estadisticas-dataset-pact_f_16a24-comarcas-canarias-2015-mapa-coropletas-5cuantiles,datos-gob-es,,es,"This thematic map of coroplets represents the labor indicator __Registered active population. Women from 16 to 24 years of age. Annual average__, calculated as 'Registered active female population in the reference period with ages from 16 to 24 years' for the territorial delimitation of __comarcas__ of the Canary Islands, based on administrative population and labour market registers in the reference quarter.",Registered active population. Women from 16 to 24 years of age. Annual average. Regions of the Canary Islands. 2015. Thematic map of coroplets of 5 intervals per quantiles,Instituto Canario de Estadística,Agent,,http://datos.gob.es/recurso/sector-publico/org/Organismo/A05003423,,,,,,,,datos.gob.es,,,,,,,,,,Economy and finance
158,830b3ea6-4ebc-4a58-abc3-e265cc31ca45,data-gov-ie,,ie,Children under 15 years of age in childcare,F3080 – Children under 15 years of age in childcare,Central Statistics Office,Agent,,https://data.gov.ie/organization/central-statistics-office,,,,,,,,,Data.gov.ie,,,,,,,,,Government and public sector
159,lia-s37-20180816-dem-3cm,dados-gov-pt,,pt,"Modelo Digital de Elevação (DEM) arriba da Praia do Pico da Antena (S39), com resolução de 3 cm, decorrente de levantamento efetuado em agosto de 2018, no âmbito do levantamento integral de arriba (LIA) da mesma área.",LIA - S37 - 20180816 - DEM 3cm,Agência Portuguesa do Ambiente,Organization,,,,,,,,,,,,,dados.gov.pt,,,,,,,
160,e09d3090-5c9a-46f7-85b2-d49bca1481a8,dati-gov-it,,it,"Total average cloud cover (%). 2024-08-22 hours 12 UTC - Valid from 2024-08-22 hours 12 UTC to 2024-08-26 hours 00 UTC. WRF meteorological model (Weather Research and Forecasting model), ARW core (version 3.2) with spatial resolution at 3km, temporal resolution 60 hours, interval 1 hour.",MODEL WRF-ARW at 3km - Total average cloud cover (%) - (2024-08-22 hours 12 UTC).,Regione Toscana,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Provisional data
161,sanita_arpe_uof_equiparate_22160_5,dati-gov-it,,it,The dataset contains a list of all equivalent Functional Organisational Units (FOUs). Only the UOF active at the date of update of the dataset are present.,Equivalent Functional Organisational Units,Regione Piemonte,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Health
162,dati-trasparenza-legge-190-dal-2018-al-2023,dati-gov-it,,it,"Information relating to procedures for the acquisition of tenders and contracts, published pursuant to Article 1 of Law No 190 of 6 November 2012.",Data transparency law 190 (from 2018 to 2023),Regione Siciliana,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Economy and finance
163,ds459,dati-gov-it,,it,"The dataset shows the daily detection of air quality in the year 2018, performed through the control units present in the territory of the Municipality of Milan. Below is an explanatory legend of the measured values in μg/m3 (micrograms per cubic metre of ambient air). C6H6: Benzene is a monocyclic aromatic hydrocarbon. CO8h: Carbon monoxide (CO), indicates the average concentration over 8 hours. NO2: Nitrogen dioxide. O3: Ozone. PM10: Powders with a diameter of less than 10 μm. PM2.5: Powders with a diameter of less than 2.5 μm. SO2: Sulphur dioxide. Below is the geolocalized record of the air pollutant monitoring stations used: http://dati.comune.milano.it/dataset/d6960c75-0a02-4fda-a85f-3b1c4aa725d6
 
The values shown refer only to working days.",Air quality survey 2018,Comune di Milano,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Environment
164,r_lombar-c4x2-rvzi,dati-gov-it,,it,"Ai sensi dell'articolo 22 del decreto legislativo n. 33 del 2013, Regione Lombardia pubblica i principali dati riferiti ai propri enti pubblici istituiti, vigilati e finanziati - Enti Parco aggiornato al 31/10/2020. (ex. Art. 22 d.lgs. 33/2013)
Frequenza di aggiornamento “Mai” = il dataset pubblicato alla scadenza prevista dalla normativa non subisce variazioni, salvo errori e correzioni",Elenco Enti Parco di Regione Lombardia - Anno 2019-2020,Regione Lombardia,Agent,,,,,,,,dati.gov.it,,,,,,,,,,,,Government and public sector
165,methane-and-co2-gas-concentrations-and-stable-isotope-data-from-select-core-samples-from-ukgeos,data-gov-uk,,gb,"IDA267644 Methane and CO2 gas concentrations and stable isotope analyses of select core samples from GGC01 borehole of the Glasgow UKGEOS facility. Core samples were collected approximately every 10m depth in gas tight isojars by the BGS. Geochemical gas analyses was carried out at the Scottish Universities Environmental Research Centre (SUERC) and consisted of bulk concentration analysis using gas chromatography; followed by δ13CCH4, δ13CCO2, and δD stable isotope analyses on a methane combustion line (full methods attached). This data was collected to investigate the variability of gas fingerprints with depth within the Glasgow coal mine workings, and unmined Carboniferous coal measures. Samples and data are derived from the UK Geoenergy Observatories Programme funded by the UKRI Natural Environment Research Council and delivered by the British Geological Survey.",Methane and CO2 gas concentrations and stable isotope data from select core samples from UKGEOS Glasgow GGC01 borehole,British Geological Survey (BGS),Agent,,,,,,data.gov.uk,,,,,,,,,,,,,,
166,http-catalogue-geo-ide-developpement-durable-gouv-fr-fr-120066022-orphan-f55e0cad-9793-4fe7-b52a-f43c4e9c2db7,plateforme-ouverte-des-donnees-publiques-francaises,,fr,"Ce lot de données est constitué de la couche du zonage réglementaire et des couches d'enjeux (surfaciques, linéaires ou ponctuels) du Plan de Prévention des Risques Littoraux du Bessin approuvé le 10 août 2021.",Données SIG du Plan de Prévention des Risques Littoraux du Bessin,Direction Départementale des Territoires et de la Mer du Calvados,Organization,,https://www.data.gouv.fr/organizations/558ea45bc751df2d9aa4541d/,,,http://www.calvados.gouv.fr/la-direction-departementale-des-a1951.html,,Plateforme ouverte des données publiques françaises,,,,,,,,,,,,,
